time,logger,level,database,message,exception
2016-01-18 13:11:56.0116,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:11:59.0649,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:12:26.0236,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:12:29.0809,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:12:56.0396,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:12:59.0969,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:13:26.0556,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:13:29.1130,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:13:56.0706,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:13:59.1290,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:14:12.6093,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,myDB,"Document with key 'clients/1' was found, etag: 01000000-0000-0001-0000-000000000002",
2016-01-18 13:14:12.6093,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request #  23: GET     -     1 ms - myDB       - 200 - http://localhost:9029/Databases/myDB/docs/clients/1,
2016-01-18 13:14:26.0866,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:14:29.1450,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:14:56.1026,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:14:59.1610,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:15:26.1186,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:15:29.1770,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:15:56.1347,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:15:59.1920,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:16:26.1507,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:16:29.2080,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:16:56.1667,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:16:59.2240,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:16:59.7130,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,myDB,"Document with key 'clients/1' was found, etag: 01000000-0000-0001-0000-000000000002",
2016-01-18 13:16:59.7130,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request #  24: GET     -     5 ms - myDB       - 200 - http://localhost:9029/Databases/myDB/docs/clients/1,
2016-01-18 13:17:11.5292,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,myDB,"Document with key 'clients/1' was found, etag: 01000000-0000-0001-0000-000000000002",
2016-01-18 13:17:11.5292,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request #  25: GET     -     0 ms - myDB       - 200 - http://localhost:9029/Databases/myDB/docs/clients/1,
2016-01-18 13:17:26.1827,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:17:29.2400,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:17:56.1977,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:17:57.3228,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,myDB,"Document with key 'clients/1' was found, etag: 01000000-0000-0001-0000-000000000002",
2016-01-18 13:17:57.3228,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request #  26: GET     -     0 ms - myDB       - 200 - http://localhost:9029/Databases/myDB/docs/clients/1,
2016-01-18 13:17:59.2560,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:18:26.2137,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:18:29.2720,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:18:52.3793,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,myDB,"Document with key 'clients/1' was found, etag: 01000000-0000-0001-0000-000000000002",
2016-01-18 13:18:52.3793,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request #  27: GET     -     0 ms - myDB       - 200 - http://localhost:9029/Databases/myDB/docs/clients/1,
2016-01-18 13:18:56.2307,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:18:59.2880,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:19:26.2457,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:19:29.3040,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:19:38.2619,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,myDB,"Document with key 'clients/1' was found, etag: 01000000-0000-0001-0000-000000000002",
2016-01-18 13:19:38.2619,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request #  28: GET     -     0 ms - myDB       - 200 - http://localhost:9029/Databases/myDB/docs/clients/1,
2016-01-18 13:19:44.4925,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,myDB,"Document with key 'clients/1' was found, etag: 01000000-0000-0001-0000-000000000002",
2016-01-18 13:19:44.4925,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request #  29: GET     -     2 ms - myDB       - 200 - http://localhost:9029/Databases/myDB/docs/clients/1,
2016-01-18 13:19:56.2617,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:19:59.3190,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:20:26.2777,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:20:29.3350,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:20:56.2937,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:20:59.3510,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:22:11.9412,Raven.Database.DocumentDatabase,Debug,<system>,Start loading the following database: <system>,
2016-01-18 13:22:12.5073,Raven.Database.Impl.DocumentCacher,Info,<system>,"MemoryCache Settings:
  PhysicalMemoryLimit = 99
  CacheMemoryLimit    = 5345640448
  PollingInterval     = 00:02:00",
2016-01-18 13:22:12.5243,Raven.Database.Storage.Esent.StorageConfigurator,Info,<system>,"Esent Settings:
  MaxVerPages      = 32768
  CacheSizeMax     = 262144
  DatabasePageSize = 4096",
2016-01-18 13:22:12.5243,Raven.Storage.Esent.TransactionalStorage,Info,<system>,"Esent Settings:
  MaxVerPages      = 32768
  CacheSizeMax     = 262144
  DatabasePageSize = 4096",
2016-01-18 13:22:14.2315,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,<system>,Document with key 'Raven/Backup/Status' was not found,
2016-01-18 13:22:14.2765,Raven.Database.DocumentDatabase,Debug,,Finish loading the following database: <system>,
2016-01-18 13:22:14.2815,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,,Document with key 'Raven/Counters/Enabled' was not found,
2016-01-18 13:22:14.2815,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,,Document with key 'Raven/Authorization/WindowsSettings' was not found,
2016-01-18 13:22:14.2815,Raven.Database.Indexing.WorkContext,Debug,<system>,"No work was found, workerWorkCounter: 0, for: ReducingExecuter, will wait for additional work",
2016-01-18 13:22:14.2815,Raven.Database.Indexing.WorkContext,Debug,<system>,"No work was found, workerWorkCounter: 0, for: IndexingExecuter, will wait for additional work",
2016-01-18 13:22:15.6636,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,,"Document with key 'Raven/Databases/myDB' was found, etag: 01000000-0000-0001-0000-000000000001",
2016-01-18 13:22:15.6866,Raven.Database.DocumentDatabase,Debug,myDB,Start loading the following database: myDB,
2016-01-18 13:22:15.7796,Raven.Database.Impl.DocumentCacher,Info,myDB,"MemoryCache Settings:
  PhysicalMemoryLimit = 99
  CacheMemoryLimit    = 5345640448
  PollingInterval     = 00:02:00",
2016-01-18 13:22:15.7796,Raven.Database.Storage.Esent.StorageConfigurator,Info,myDB,"Esent Settings:
  MaxVerPages      = 32768
  CacheSizeMax     = 262144
  DatabasePageSize = 4096",
2016-01-18 13:22:15.7796,Raven.Storage.Esent.TransactionalStorage,Info,myDB,"Esent Settings:
  MaxVerPages      = 32768
  CacheSizeMax     = 262144
  DatabasePageSize = 4096",
2016-01-18 13:22:15.7796,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #   1: GET     -   127 ms -            - 200 - http://localhost:9029/singleAuthToken,
2016-01-18 13:22:15.8646,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #   2: GET     -    22 ms -            - 200 - http://localhost:9029/changes/events?singleUseAuthToken=b1033489-c48a-4f00-837d-2d047c29c8de&id=U7s1V&coolDownWithDataLoss=0&isMultyTenantTransport=false,
2016-01-18 13:22:15.8946,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #   3: GET     -     8 ms -            - 200 - http://localhost:9029/license/status,
2016-01-18 13:22:15.9146,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,<system>,Document with key 'Raven/StudioConfig' was not found,
2016-01-18 13:22:15.9196,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #   4: GET     -    18 ms -            - 200 - http://localhost:9029/build/version,
2016-01-18 13:22:15.9506,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #   5: POST    -    68 ms -            - 200 - http://localhost:9029/queries,
2016-01-18 13:22:15.9506,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,	Raven/StudioConfig,
2016-01-18 13:22:15.9506,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #   7: GET     -     6 ms -            - 200 - http://localhost:9029/counterStorage/conterStorages?pageSize=1024,
2016-01-18 13:22:15.9506,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #   8: GET     -    18 ms -            - 200 - http://localhost:9029/fs?pageSize=1024&getAdditionalData=true,
2016-01-18 13:22:15.9726,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #   9: GET     -     6 ms -            - 200 - http://localhost:9029/changes/config?id=U7s1V&command=watch-prefix&value=Raven%2FStudioConfig,
2016-01-18 13:22:15.9726,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #  10: GET     -    16 ms -            - 200 - http://localhost:9029/changes/config?id=U7s1V&command=watch-prefix&value=Raven%2FCounters%2F,
2016-01-18 13:22:15.9726,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #  11: GET     -     7 ms -            - 200 - http://localhost:9029/changes/config?id=U7s1V&command=watch-prefix&value=Raven%2FDatabases%2F,
2016-01-18 13:22:15.9726,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #  12: GET     -     0 ms -            - 200 - http://localhost:9029/changes/config?id=U7s1V&command=watch-prefix&value=Raven%2FAlerts,
2016-01-18 13:22:15.9726,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #  13: GET     -     0 ms -            - 200 - http://localhost:9029/changes/config?id=U7s1V&command=watch-prefix&value=Raven%2FFileSystems%2F,
2016-01-18 13:22:15.9926,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #  14: GET     -    93 ms -            - 304 - http://localhost:9029/databases?pageSize=1024&getAdditionalData=true,
2016-01-18 13:22:16.1797,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #  15: GET     -   199 ms -            - 200 - http://localhost:9029/studio-tasks/latest-server-build-version?stableOnly=true&min=3000&max=3599,
2016-01-18 13:22:17.5998,Raven.Database.Storage.IndexDefinitionStorage,Info,myDB,"New index Raven/DocumentsByEntityName:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using System.Text.RegularExpressions;
using Raven.Database.Indexing;

public class Index_Raven_DocumentsByEntityName : Raven.Database.Linq.AbstractViewGenerator
{
	public Index_Raven_DocumentsByEntityName()
	{
		this.ViewText = @""from doc in docs 
select new 
{ 
	Tag = doc[""""@metadata""""][""""Raven-Entity-Name""""], 
	LastModified = (DateTime)doc[""""@metadata""""][""""Last-Modified""""],
	LastModifiedTicks = ((DateTime)doc[""""@metadata""""][""""Last-Modified""""]).Ticks 
};"";
		this.AddMapDefinition(docs => 
			from doc in ((IEnumerable<dynamic>)docs)
			select new {
				Tag = doc[""@metadata""][""Raven-Entity-Name""],
				LastModified = (DateTime)doc[""@metadata""][""Last-Modified""],
				LastModifiedTicks = ((DateTime)doc[""@metadata""][""Last-Modified""]).Ticks,
				__document_id = doc.__document_id
			});
		this.AddField(""Tag"");
		this.AddField(""LastModified"");
		this.AddField(""LastModifiedTicks"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""Ticks"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""Ticks"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using System.Text.RegularExpressions;
using Raven.Database.Indexing;

public class Index_Raven_DocumentsByEntityName : Raven.Database.Linq.AbstractViewGenerator
{
	public Index_Raven_DocumentsByEntityName()
	{
		this.ViewText = @""from doc in docs 
select new 
{ 
	Tag = doc[""""@metadata""""][""""Raven-Entity-Name""""], 
	LastModified = (DateTime)doc[""""@metadata""""][""""Last-Modified""""],
	LastModifiedTicks = ((DateTime)doc[""""@metadata""""][""""Last-Modified""""]).Ticks 
};"";
		this.AddMapDefinition(docs => 
			from doc in ((IEnumerable<dynamic>)docs)
			select new {
				Tag = doc[""@metadata""][""Raven-Entity-Name""],
				LastModified = (DateTime)doc[""@metadata""][""Last-Modified""],
				LastModifiedTicks = ((DateTime)doc[""@metadata""][""Last-Modified""]).Ticks,
				__document_id = doc.__document_id
			});
		this.AddField(""Tag"");
		this.AddField(""LastModified"");
		this.AddField(""LastModifiedTicks"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""Ticks"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""Ticks"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}
",
2016-01-18 13:22:17.6078,Raven.Database.Indexing.IndexStorage.Startup,Debug,myDB,Loading saved index Raven/DocumentsByEntityName,
2016-01-18 13:22:17.6298,Raven.Database.Indexing.Index.Indexing,Debug,myDB,Creating index for 1,
2016-01-18 13:22:17.6938,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,myDB,Document with key 'Raven/Backup/Status' was not found,
2016-01-18 13:22:17.7008,Raven.Database.DocumentDatabase,Debug,,Finish loading the following database: myDB,
2016-01-18 13:22:17.7008,Raven.Database.Indexing.WorkContext,Debug,myDB,"No work was found, workerWorkCounter: 0, for: ReducingExecuter, will wait for additional work",
2016-01-18 13:22:17.7008,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,"Request #  16: GET     - 2,047 ms - myDB       - 200 - http://localhost:9029/databases/myDB/singleAuthToken",
2016-01-18 13:22:17.7008,Raven.Database.Indexing.WorkContext,Debug,myDB,"No work was found, workerWorkCounter: 0, for: IndexingExecuter, will wait for additional work",
2016-01-18 13:22:17.7198,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request #  17: GET     -     0 ms - myDB       - 200 - http://localhost:9029/databases/myDB/changes/events?singleUseAuthToken=252238dc-e234-494a-a08d-7e5cf4a2444b&id=JoLNh&coolDownWithDataLoss=5000&isMultyTenantTransport=false,
2016-01-18 13:22:17.7328,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request #  18: GET     -     0 ms - myDB       - 200 - http://localhost:9029/databases/myDB/changes/config?id=JoLNh&command=watch-bulk-operation,
2016-01-18 13:22:17.7328,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request #  19: GET     -     0 ms - myDB       - 200 - http://localhost:9029/databases/myDB/changes/config?id=JoLNh&command=watch-docs,
2016-01-18 13:22:17.7328,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request #  20: GET     -     1 ms - myDB       - 200 - http://localhost:9029/databases/myDB/changes/config?id=JoLNh&command=watch-indexes,
2016-01-18 13:22:44.1925,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:22:44.2935,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,myDB,"Document with key 'clients/1' was found, etag: 01000000-0000-0001-0000-000000000002",
2016-01-18 13:22:44.2935,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request #  21: GET     -     7 ms - myDB       - 200 - http://localhost:9029/Databases/myDB/docs/clients/1,
2016-01-18 13:22:47.6988,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:22:49.6810,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,myDB,"Document with key 'clients/1' was found, etag: 01000000-0000-0001-0000-000000000002",
2016-01-18 13:22:49.6810,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request #  22: GET     -     0 ms - myDB       - 200 - http://localhost:9029/Databases/myDB/docs/clients/1,
2016-01-18 13:22:59.1860,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,myDB,"Document with key 'clients/1' was found, etag: 01000000-0000-0001-0000-000000000002",
2016-01-18 13:22:59.1860,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request #  23: GET     -     0 ms - myDB       - 200 - http://localhost:9029/Databases/myDB/docs/clients/1,
2016-01-18 13:23:14.2045,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:23:17.7148,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:23:44.2205,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:23:47.7298,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:24:14.2355,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:24:17.7478,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:24:44.2515,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:24:47.7618,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:25:14.2675,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:25:17.7778,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:25:44.2835,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:25:47.7938,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:26:14.2995,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:26:17.8098,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:26:44.3155,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:26:47.8558,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:27:14.3315,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:27:17.8568,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:27:44.3475,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:27:47.8728,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:28:14.3645,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:28:17.8888,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:28:44.3785,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:28:47.9048,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:29:14.3945,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:29:17.9208,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:29:44.4105,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:29:47.9378,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:30:14.4265,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:30:17.9518,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:30:44.4425,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:30:47.9678,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:31:14.4635,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:31:17.9838,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:31:44.4745,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:31:47.9998,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:32:14.3205,Raven.Database.Indexing.WorkContext,Debug,<system>,"No work was found, workerWorkCounter: 0, for: ReducingExecuter, will wait for additional work",
2016-01-18 13:32:14.3205,Raven.Database.Indexing.WorkContext,Debug,<system>,"No work was found, workerWorkCounter: 0, for: IndexingExecuter, will wait for additional work",
2016-01-18 13:32:14.4895,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:32:17.7288,Raven.Database.Indexing.WorkContext,Debug,myDB,"No work was found, workerWorkCounter: 0, for: ReducingExecuter, will wait for additional work",
2016-01-18 13:32:17.7458,Raven.Database.Indexing.WorkContext,Debug,myDB,"No work was found, workerWorkCounter: 0, for: IndexingExecuter, will wait for additional work",
2016-01-18 13:32:18.0158,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:32:44.5055,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:32:48.0318,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:33:14.5215,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:33:18.0518,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:33:44.5375,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:33:48.0638,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:34:14.5585,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:34:18.0788,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:34:44.5695,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:34:48.0948,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:35:14.5855,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:35:18.1108,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
